timestamp,route,stop_id,passenger_count,boardings,alightings,weather,is_holiday,hour,day_of_week,capacity,is_peak,overloaded
2025-01-02 21:00:00,R3,S10,28,2,3,Cloudy,0,21,Thursday,45,0,0
2025-01-02 22:00:00,R1,S7,22,5,5,Clear,0,22,Thursday,55,0,0
2025-01-02 23:00:00,R2,S1,25,6,5,Clear,0,23,Thursday,50,0,0
2025-01-03 00:00:00,R2,S17,38,8,5,Clear,0,0,Friday,50,0,0
2025-01-03 01:00:00,R1,S2,32,5,4,Clear,0,1,Friday,55,0,0
2025-01-03 02:00:00,R4,S11,21,9,7,Clear,0,2,Friday,40,0,0
2025-01-03 03:00:00,R3,S9,13,1,8,Rainy,0,3,Friday,45,0,0
2025-01-03 04:00:00,R4,S7,34,3,5,Clear,0,4,Friday,40,0,0
2025-01-03 05:00:00,R4,S17,32,5,2,Clear,0,5,Friday,40,0,0
2025-01-03 06:00:00,R2,S17,24,4,6,Cloudy,0,6,Friday,50,0,0
2025-01-03 07:00:00,R4,S2,32,2,3,Rainy,0,7,Friday,40,1,0
2025-01-03 08:00:00,R1,S6,28,4,1,Clear,0,8,Friday,55,1,0
2025-01-03 09:00:00,R1,S14,35,2,3,Clear,0,9,Friday,55,1,0
2025-01-03 10:00:00,R1,S6,34,3,1,Clear,0,10,Friday,55,0,0
2025-01-03 11:00:00,R1,S2,36,9,1,Cloudy,0,11,Friday,55,0,0
2025-01-03 12:00:00,R2,S1,17,5,4,Clear,0,12,Friday,50,0,0
2025-01-03 13:00:00,R1,S10,30,2,1,Cloudy,0,13,Friday,55,0,0
2025-01-03 14:00:00,R3,S5,21,6,4,Rainy,0,14,Friday,45,0,0
2025-01-03 15:00:00,R2,S2,19,6,4,Clear,0,15,Friday,50,0,0
2025-01-03 16:00:00,R1,S16,26,6,1,Clear,0,16,Friday,55,0,0
2025-01-03 17:00:00,R2,S2,36,4,6,Cloudy,0,17,Friday,50,1,0
2025-01-03 18:00:00,R1,S10,40,8,2,Clear,0,18,Friday,55,1,0
2025-01-03 19:00:00,R3,S2,33,5,3,Clear,0,19,Friday,45,1,0
2025-01-03 20:00:00,R1,S16,24,8,8,Clear,0,20,Friday,55,0,0
2025-01-03 21:00:00,R4,S16,27,9,3,Clear,0,21,Friday,40,0,0
2025-01-03 22:00:00,R3,S19,14,5,9,Clear,0,22,Friday,45,0,0
2025-01-03 23:00:00,R1,S7,30,6,1,Cloudy,0,23,Friday,55,0,0
2025-01-04 00:00:00,R1,S12,22,6,3,Clear,0,0,Saturday,55,0,0
2025-01-04 01:00:00,R3,S15,37,6,2,Rainy,0,1,Saturday,45,0,0
2025-01-04 02:00:00,R3,S8,30,6,6,Clear,0,2,Saturday,45,0,0
2025-01-04 03:00:00,R3,S6,14,2,2,Clear,0,3,Saturday,45,0,0
2025-01-04 04:00:00,R3,S10,18,2,3,Clear,0,4,Saturday,45,0,0
2025-01-04 05:00:00,R1,S3,25,6,4,Cloudy,0,5,Saturday,55,0,0
2025-01-04 06:00:00,R2,S19,32,8,2,Clear,0,6,Saturday,50,0,0
2025-01-04 07:00:00,R1,S17,35,6,1,Rainy,0,7,Saturday,55,1,0
2025-01-04 08:00:00,R4,S7,47,8,0,Clear,0,8,Saturday,40,1,1
2025-01-04 09:00:00,R2,S20,29,5,5,Rainy,0,9,Saturday,50,1,0
2025-01-04 10:00:00,R1,S4,19,6,3,Clear,0,10,Saturday,55,0,0
2025-01-04 11:00:00,R1,S14,29,8,5,Clear,0,11,Saturday,55,0,0
2025-01-04 12:00:00,R1,S20,25,2,3,Rainy,0,12,Saturday,55,0,0
2025-01-04 13:00:00,R1,S15,30,8,5,Clear,0,13,Saturday,55,0,0
2025-01-04 14:00:00,R3,S8,28,2,5,Clear,1,14,Saturday,45,0,0
2025-01-04 15:00:00,R2,S15,24,8,5,Clear,0,15,Saturday,50,0,0
2025-01-04 16:00:00,R4,S20,30,3,5,Rainy,0,16,Saturday,40,0,0
2025-01-04 17:00:00,R2,S14,37,9,7,Clear,0,17,Saturday,50,1,0
2025-01-04 18:00:00,R1,S9,31,7,4,Clear,0,18,Saturday,55,1,0
2025-01-04 19:00:00,R3,S8,52,7,3,Rainy,0,19,Saturday,45,1,1
2025-01-04 20:00:00,R3,S17,24,4,2,Clear,0,20,Saturday,45,0,0
2025-01-04 21:00:00,R2,S2,30,8,2,Clear,0,21,Saturday,50,0,0
2025-01-04 22:00:00,R3,S3,23,3,7,Rainy,0,22,Saturday,45,0,0
2025-01-04 23:00:00,R2,S8,23,5,3,Cloudy,0,23,Saturday,50,0,0
2025-01-05 00:00:00,R2,S12,19,3,6,Clear,0,0,Sunday,50,0,0
2025-01-05 01:00:00,R2,S1,19,4,5,Rainy,0,1,Sunday,50,0,0
2025-01-05 02:00:00,R1,S10,21,2,6,Clear,0,2,Sunday,55,0,0
2025-01-05 03:00:00,R1,S20,17,2,2,Clear,0,3,Sunday,55,0,0
2025-01-05 04:00:00,R1,S3,41,5,4,Clear,0,4,Sunday,55,0,0
2025-01-05 05:00:00,R2,S6,30,9,1,Clear,0,5,Sunday,50,0,0
2025-01-05 06:00:00,R1,S7,14,6,6,Clear,0,6,Sunday,55,0,0
2025-01-05 07:00:00,R2,S20,30,5,7,Rainy,0,7,Sunday,50,1,0
2025-01-05 08:00:00,R4,S18,30,1,3,Clear,0,8,Sunday,40,1,0
2025-01-05 09:00:00,R1,S11,35,6,5,Clear,0,9,Sunday,55,1,0
2025-01-05 10:00:00,R2,S19,32,6,3,Clear,0,10,Sunday,50,0,0
2025-01-05 11:00:00,R3,S5,25,3,2,Clear,0,11,Sunday,45,0,0
2025-01-05 12:00:00,R1,S19,28,4,3,Clear,0,12,Sunday,55,0,0
2025-01-05 13:00:00,R1,S11,35,4,4,Clear,0,13,Sunday,55,0,0
2025-01-05 14:00:00,R1,S12,17,4,5,Clear,0,14,Sunday,55,0,0
2025-01-05 15:00:00,R1,S10,30,5,1,Rainy,0,15,Sunday,55,0,0
2025-01-05 16:00:00,R4,S8,24,7,4,Clear,0,16,Sunday,40,0,0
2025-01-05 17:00:00,R3,S9,42,7,3,Rainy,0,17,Sunday,45,1,0
2025-01-05 18:00:00,R2,S4,42,5,1,Cloudy,0,18,Sunday,50,1,0
2025-01-05 19:00:00,R4,S5,42,13,2,Clear,0,19,Sunday,40,1,1
2025-01-05 20:00:00,R3,S8,36,8,2,Clear,0,20,Sunday,45,0,0
2025-01-05 21:00:00,R1,S9,16,2,4,Clear,0,21,Sunday,55,0,0
2025-01-05 22:00:00,R4,S15,26,3,4,Clear,0,22,Sunday,40,0,0
2025-01-05 23:00:00,R2,S15,28,5,2,Rainy,0,23,Sunday,50,0,0
2025-01-06 00:00:00,R3,S16,25,9,8,Clear,0,0,Monday,45,0,0
2025-01-06 01:00:00,R4,S14,19,7,8,Clear,0,1,Monday,40,0,0
2025-01-06 02:00:00,R1,S8,33,6,5,Clear,0,2,Monday,55,0,0
2025-01-06 03:00:00,R1,S18,29,7,3,Clear,0,3,Monday,55,0,0
2025-01-06 04:00:00,R1,S10,31,5,3,Clear,0,4,Monday,55,0,0
2025-01-06 05:00:00,R2,S20,31,6,1,Clear,0,5,Monday,50,0,0
2025-01-06 06:00:00,R3,S6,30,4,4,Clear,0,6,Monday,45,0,0
2025-01-06 07:00:00,R4,S12,37,3,4,Clear,0,7,Monday,40,1,0
2025-01-06 08:00:00,R1,S2,45,7,6,Clear,0,8,Monday,55,1,0
2025-01-06 09:00:00,R2,S7,33,6,3,Rainy,0,9,Monday,50,1,0
2025-01-06 10:00:00,R2,S16,17,4,3,Clear,0,10,Monday,50,0,0
2025-01-06 11:00:00,R1,S3,21,5,6,Clear,0,11,Monday,55,0,0
2025-01-06 12:00:00,R1,S13,20,5,7,Clear,0,12,Monday,55,0,0
2025-01-06 13:00:00,R1,S3,24,3,4,Rainy,0,13,Monday,55,0,0
2025-01-06 14:00:00,R4,S18,27,2,4,Clear,0,14,Monday,40,0,0
2025-01-06 15:00:00,R1,S11,16,1,6,Clear,0,15,Monday,55,0,0
2025-01-06 16:00:00,R2,S8,22,3,4,Clear,0,16,Monday,50,0,0
2025-01-06 17:00:00,R3,S6,30,2,4,Cloudy,1,17,Monday,45,1,0
2025-01-06 18:00:00,R2,S1,50,6,3,Rainy,0,18,Monday,50,1,0
2025-01-06 19:00:00,R4,S1,38,4,2,Clear,0,19,Monday,40,1,0
2025-01-06 20:00:00,R4,S8,21,4,0,Clear,0,20,Monday,40,0,0
2025-01-06 21:00:00,R1,S5,20,7,6,Clear,0,21,Monday,55,0,0
2025-01-06 22:00:00,R2,S16,24,4,2,Clear,0,22,Monday,50,0,0
2025-01-06 23:00:00,R1,S11,17,3,5,Rainy,0,23,Monday,55,0,0
2025-01-07 00:00:00,R1,S5,24,4,3,Rainy,0,0,Tuesday,55,0,0
2025-01-07 01:00:00,R1,S4,29,4,2,Clear,0,1,Tuesday,55,0,0
2025-01-07 02:00:00,R2,S6,29,5,2,Rainy,0,2,Tuesday,50,0,0
2025-01-07 03:00:00,R2,S14,29,6,4,Clear,0,3,Tuesday,50,0,0
2025-01-07 04:00:00,R1,S19,25,3,7,Clear,0,4,Tuesday,55,0,0
2025-01-07 05:00:00,R1,S9,23,4,6,Clear,0,5,Tuesday,55,0,0
2025-01-07 06:00:00,R4,S12,24,3,5,Clear,0,6,Tuesday,40,0,0
2025-01-07 07:00:00,R1,S11,29,2,0,Clear,0,7,Tuesday,55,1,0
2025-01-07 08:00:00,R1,S14,44,0,3,Clear,0,8,Tuesday,55,1,0
2025-01-07 09:00:00,R2,S16,35,5,4,Clear,0,9,Tuesday,50,1,0
2025-01-07 10:00:00,R4,S1,25,4,3,Clear,0,10,Tuesday,40,0,0
2025-01-07 11:00:00,R1,S13,28,7,5,Cloudy,0,11,Tuesday,55,0,0
2025-01-07 12:00:00,R3,S13,29,1,2,Cloudy,0,12,Tuesday,45,0,0
2025-01-07 13:00:00,R3,S2,22,3,3,Clear,0,13,Tuesday,45,0,0
2025-01-07 14:00:00,R1,S4,18,5,6,Rainy,0,14,Tuesday,55,0,0
2025-01-07 15:00:00,R3,S6,34,5,1,Rainy,0,15,Tuesday,45,0,0
2025-01-07 16:00:00,R2,S5,34,7,5,Rainy,0,16,Tuesday,50,0,0
2025-01-07 17:00:00,R2,S3,32,2,4,Clear,0,17,Tuesday,50,1,0
2025-01-07 18:00:00,R2,S1,30,4,6,Clear,0,18,Tuesday,50,1,0
2025-01-07 19:00:00,R2,S4,30,4,2,Clear,0,19,Tuesday,50,1,0
2025-01-07 20:00:00,R1,S20,19,4,4,Clear,0,20,Tuesday,55,0,0
2025-01-07 21:00:00,R3,S2,30,6,5,Clear,0,21,Tuesday,45,0,0
2025-01-07 22:00:00,R1,S5,30,8,7,Rainy,0,22,Tuesday,55,0,0
2025-01-07 23:00:00,R1,S3,24,6,6,Clear,0,23,Tuesday,55,0,0
2025-01-08 00:00:00,R1,S9,29,5,3,Clear,0,0,Wednesday,55,0,0
2025-01-08 01:00:00,R2,S20,28,3,2,Clear,0,1,Wednesday,50,0,0
2025-01-08 02:00:00,R3,S6,22,2,4,Clear,0,2,Wednesday,45,0,0
2025-01-08 03:00:00,R1,S18,15,7,11,Rainy,0,3,Wednesday,55,0,0
2025-01-08 04:00:00,R2,S6,26,3,6,Rainy,0,4,Wednesday,50,0,0
2025-01-08 05:00:00,R1,S19,27,6,3,Rainy,0,5,Wednesday,55,0,0
2025-01-08 06:00:00,R2,S12,24,2,3,Clear,0,6,Wednesday,50,0,0
2025-01-08 07:00:00,R1,S11,49,7,2,Clear,0,7,Wednesday,55,1,0
2025-01-08 08:00:00,R3,S2,37,4,6,Rainy,0,8,Wednesday,45,1,0
2025-01-08 09:00:00,R2,S15,37,9,7,Clear,0,9,Wednesday,50,1,0
2025-01-08 10:00:00,R4,S12,28,9,3,Clear,0,10,Wednesday,40,0,0
2025-01-08 11:00:00,R1,S12,38,3,3,Clear,0,11,Wednesday,55,0,0
2025-01-08 12:00:00,R1,S9,36,10,9,Cloudy,0,12,Wednesday,55,0,0
2025-01-08 13:00:00,R1,S2,26,8,5,Cloudy,0,13,Wednesday,55,0,0
2025-01-08 14:00:00,R4,S3,34,3,4,Clear,0,14,Wednesday,40,0,0
2025-01-08 15:00:00,R4,S12,30,6,3,Clear,0,15,Wednesday,40,0,0
2025-01-08 16:00:00,R1,S16,24,5,4,Rainy,0,16,Wednesday,55,0,0
2025-01-08 17:00:00,R3,S1,36,4,1,Clear,0,17,Wednesday,45,1,0
2025-01-08 18:00:00,R3,S3,36,1,2,Clear,0,18,Wednesday,45,1,0
2025-01-08 19:00:00,R2,S20,31,3,4,Clear,0,19,Wednesday,50,1,0
2025-01-08 20:00:00,R2,S2,21,5,2,Clear,0,20,Wednesday,50,0,0
2025-01-08 21:00:00,R1,S9,26,5,6,Clear,1,21,Wednesday,55,0,0
2025-01-08 22:00:00,R1,S19,31,7,7,Clear,0,22,Wednesday,55,0,0
2025-01-08 23:00:00,R4,S15,24,2,7,Cloudy,1,23,Wednesday,40,0,0
2025-01-09 00:00:00,R4,S18,25,4,7,Clear,0,0,Thursday,40,0,0
2025-01-09 01:00:00,R2,S11,28,4,3,Clear,0,1,Thursday,50,0,0
2025-01-09 02:00:00,R1,S16,23,4,4,Clear,1,2,Thursday,55,0,0
2025-01-09 03:00:00,R1,S17,31,8,3,Clear,0,3,Thursday,55,0,0
2025-01-09 04:00:00,R3,S5,32,9,3,Cloudy,0,4,Thursday,45,0,0
2025-01-09 05:00:00,R4,S12,30,6,7,Clear,0,5,Thursday,40,0,0
2025-01-09 06:00:00,R4,S11,24,3,7,Cloudy,0,6,Thursday,40,0,0
2025-01-09 07:00:00,R3,S15,28,5,5,Clear,0,7,Thursday,45,1,0
2025-01-09 08:00:00,R2,S3,45,5,6,Rainy,0,8,Thursday,50,1,0
2025-01-09 09:00:00,R1,S1,35,4,6,Rainy,1,9,Thursday,55,1,0
2025-01-09 10:00:00,R1,S20,23,3,2,Cloudy,0,10,Thursday,55,0,0
2025-01-09 11:00:00,R4,S16,25,2,3,Rainy,0,11,Thursday,40,0,0
2025-01-09 12:00:00,R2,S2,30,3,4,Clear,0,12,Thursday,50,0,0
2025-01-09 13:00:00,R1,S2,36,3,3,Rainy,0,13,Thursday,55,0,0
2025-01-09 14:00:00,R1,S3,35,6,2,Rainy,0,14,Thursday,55,0,0
2025-01-09 15:00:00,R3,S8,30,6,8,Cloudy,1,15,Thursday,45,0,0
2025-01-09 16:00:00,R1,S15,21,2,3,Clear,0,16,Thursday,55,0,0
2025-01-09 17:00:00,R1,S7,38,2,4,Clear,0,17,Thursday,55,1,0
2025-01-09 18:00:00,R2,S6,34,3,4,Clear,0,18,Thursday,50,1,0
2025-01-09 19:00:00,R3,S9,33,10,5,Clear,0,19,Thursday,45,1,0
2025-01-09 20:00:00,R3,S20,28,1,4,Rainy,0,20,Thursday,45,0,0
2025-01-09 21:00:00,R1,S1,20,4,7,Clear,0,21,Thursday,55,0,0
2025-01-09 22:00:00,R3,S8,21,3,5,Clear,0,22,Thursday,45,0,0
2025-01-09 23:00:00,R1,S3,29,8,2,Rainy,0,23,Thursday,55,0,0
2025-01-10 00:00:00,R1,S4,23,1,5,Rainy,0,0,Friday,55,0,0
2025-01-10 01:00:00,R3,S15,30,8,2,Clear,0,1,Friday,45,0,0
2025-01-10 02:00:00,R2,S6,28,8,5,Clear,0,2,Friday,50,0,0
2025-01-10 03:00:00,R3,S15,26,5,4,Cloudy,0,3,Friday,45,0,0
2025-01-10 04:00:00,R3,S3,33,9,2,Clear,0,4,Friday,45,0,0
2025-01-10 05:00:00,R2,S14,27,5,4,Rainy,0,5,Friday,50,0,0
2025-01-10 06:00:00,R1,S20,33,10,4,Clear,0,6,Friday,55,0,0
2025-01-10 07:00:00,R2,S14,40,9,5,Clear,0,7,Friday,50,1,0
2025-01-10 08:00:00,R1,S4,41,4,1,Cloudy,0,8,Friday,55,1,0
2025-01-10 09:00:00,R1,S12,39,5,7,Rainy,0,9,Friday,55,1,0
2025-01-10 10:00:00,R4,S17,31,7,5,Clear,0,10,Friday,40,0,0
2025-01-10 11:00:00,R2,S7,31,8,5,Rainy,0,11,Friday,50,0,0
2025-01-10 12:00:00,R4,S9,24,4,1,Clear,0,12,Friday,40,0,0
2025-01-10 13:00:00,R2,S3,25,2,3,Clear,0,13,Friday,50,0,0
2025-01-10 14:00:00,R3,S13,27,8,6,Rainy,0,14,Friday,45,0,0
2025-01-10 15:00:00,R2,S15,28,7,4,Rainy,0,15,Friday,50,0,0
2025-01-10 16:00:00,R2,S18,28,5,4,Cloudy,0,16,Friday,50,0,0
2025-01-10 17:00:00,R2,S19,26,9,6,Clear,0,17,Friday,50,1,0
2025-01-10 18:00:00,R1,S1,41,8,4,Rainy,0,18,Friday,55,1,0
2025-01-10 19:00:00,R3,S6,34,6,5,Clear,0,19,Friday,45,1,0
2025-01-10 20:00:00,R1,S2,26,6,3,Clear,0,20,Friday,55,0,0
2025-01-10 21:00:00,R1,S14,27,5,5,Clear,1,21,Friday,55,0,0
2025-01-10 22:00:00,R2,S6,29,4,4,Cloudy,0,22,Friday,50,0,0
2025-01-10 23:00:00,R1,S14,40,9,4,Clear,0,23,Friday,55,0,0
2025-01-11 00:00:00,R4,S4,24,2,6,Clear,0,0,Saturday,40,0,0
2025-01-11 01:00:00,R4,S8,31,8,6,Rainy,0,1,Saturday,40,0,0
2025-01-11 02:00:00,R4,S3,32,5,3,Clear,0,2,Saturday,40,0,0
2025-01-11 03:00:00,R2,S19,30,4,0,Cloudy,0,3,Saturday,50,0,0
2025-01-11 04:00:00,R1,S14,30,5,5,Clear,0,4,Saturday,55,0,0
2025-01-11 05:00:00,R4,S20,18,3,5,Rainy,0,5,Saturday,40,0,0
2025-01-11 06:00:00,R2,S17,20,8,3,Clear,0,6,Saturday,50,0,0
2025-01-11 07:00:00,R4,S8,30,7,4,Clear,0,7,Saturday,40,1,0
2025-01-11 08:00:00,R4,S14,45,4,5,Rainy,0,8,Saturday,40,1,1
2025-01-11 09:00:00,R4,S6,40,2,3,Rainy,0,9,Saturday,40,1,0
2025-01-11 10:00:00,R1,S16,21,3,6,Clear,0,10,Saturday,55,0,0
2025-01-11 11:00:00,R2,S19,19,2,1,Clear,0,11,Saturday,50,0,0
2025-01-11 12:00:00,R4,S14,24,7,3,Clear,0,12,Saturday,40,0,0
2025-01-11 13:00:00,R1,S19,25,5,5,Clear,0,13,Saturday,55,0,0
2025-01-11 14:00:00,R1,S3,27,6,10,Clear,0,14,Saturday,55,0,0
2025-01-11 15:00:00,R2,S10,20,2,1,Clear,0,15,Saturday,50,0,0
2025-01-11 16:00:00,R4,S19,32,6,2,Clear,0,16,Saturday,40,0,0
2025-01-11 17:00:00,R3,S9,19,3,4,Clear,0,17,Saturday,45,1,0
2025-01-11 18:00:00,R2,S20,23,3,4,Clear,0,18,Saturday,50,1,0
2025-01-11 19:00:00,R1,S13,33,3,2,Clear,0,19,Saturday,55,1,0
2025-01-11 20:00:00,R2,S7,26,6,6,Rainy,0,20,Saturday,50,0,0
2025-01-11 21:00:00,R4,S14,32,5,4,Rainy,0,21,Saturday,40,0,0
2025-01-11 22:00:00,R1,S9,31,8,3,Clear,0,22,Saturday,55,0,0
2025-01-11 23:00:00,R2,S19,20,4,7,Clear,0,23,Saturday,50,0,0
2025-01-12 00:00:00,R4,S15,26,5,4,Clear,0,0,Sunday,40,0,0
2025-01-12 01:00:00,R3,S20,26,5,3,Clear,0,1,Sunday,45,0,0
2025-01-12 02:00:00,R3,S14,22,7,5,Clear,1,2,Sunday,45,0,0
2025-01-12 03:00:00,R3,S6,26,6,3,Clear,0,3,Sunday,45,0,0
2025-01-12 04:00:00,R2,S4,18,1,3,Cloudy,0,4,Sunday,50,0,0
2025-01-12 05:00:00,R1,S8,21,2,3,Clear,0,5,Sunday,55,0,0
2025-01-12 06:00:00,R3,S17,32,7,2,Rainy,0,6,Sunday,45,0,0
2025-01-12 07:00:00,R3,S9,39,9,4,Clear,0,7,Sunday,45,1,0
2025-01-12 08:00:00,R4,S1,45,10,5,Clear,0,8,Sunday,40,1,1
2025-01-12 09:00:00,R4,S20,44,7,4,Clear,0,9,Sunday,40,1,1
2025-01-12 10:00:00,R2,S14,28,7,2,Clear,0,10,Sunday,50,0,0
2025-01-12 11:00:00,R2,S11,26,2,2,Clear,1,11,Sunday,50,0,0
2025-01-12 12:00:00,R3,S3,31,5,6,Rainy,0,12,Sunday,45,0,0
2025-01-12 13:00:00,R2,S9,21,5,5,Rainy,0,13,Sunday,50,0,0
2025-01-12 14:00:00,R3,S14,20,7,7,Clear,0,14,Sunday,45,0,0
2025-01-12 15:00:00,R3,S9,31,5,5,Rainy,1,15,Sunday,45,0,0
2025-01-12 16:00:00,R4,S4,22,6,8,Clear,0,16,Sunday,40,0,0
2025-01-12 17:00:00,R1,S4,35,4,1,Clear,0,17,Sunday,55,1,0
2025-01-12 18:00:00,R2,S8,41,11,2,Rainy,0,18,Sunday,50,1,0
2025-01-12 19:00:00,R1,S2,41,5,7,Rainy,0,19,Sunday,55,1,0
2025-01-12 20:00:00,R2,S9,26,6,4,Clear,0,20,Sunday,50,0,0
2025-01-12 21:00:00,R1,S14,15,3,9,Clear,0,21,Sunday,55,0,0
2025-01-12 22:00:00,R2,S9,16,1,4,Clear,0,22,Sunday,50,0,0
2025-01-12 23:00:00,R2,S16,30,5,5,Clear,0,23,Sunday,50,0,0
2025-01-13 00:00:00,R1,S17,24,5,3,Cloudy,0,0,Monday,55,0,0
2025-01-13 01:00:00,R2,S16,27,5,4,Clear,0,1,Monday,50,0,0
2025-01-13 02:00:00,R1,S12,29,6,4,Cloudy,0,2,Monday,55,0,0
2025-01-13 03:00:00,R1,S3,16,1,4,Cloudy,0,3,Monday,55,0,0
2025-01-13 04:00:00,R3,S11,27,11,5,Clear,0,4,Monday,45,0,0
2025-01-13 05:00:00,R2,S14,21,1,3,Clear,0,5,Monday,50,0,0
2025-01-13 06:00:00,R1,S18,25,5,2,Rainy,0,6,Monday,55,0,0
2025-01-13 07:00:00,R2,S5,38,6,2,Clear,1,7,Monday,50,1,0
2025-01-13 08:00:00,R3,S16,27,5,6,Clear,0,8,Monday,45,1,0
2025-01-13 09:00:00,R1,S20,35,5,7,Clear,0,9,Monday,55,1,0
2025-01-13 10:00:00,R2,S5,33,3,3,Clear,0,10,Monday,50,0,0
2025-01-13 11:00:00,R1,S3,21,5,8,Clear,0,11,Monday,55,0,0
2025-01-13 12:00:00,R1,S12,22,2,6,Clear,0,12,Monday,55,0,0
2025-01-13 13:00:00,R2,S1,29,7,3,Rainy,0,13,Monday,50,0,0
2025-01-13 14:00:00,R2,S9,33,6,2,Cloudy,0,14,Monday,50,0,0
2025-01-13 15:00:00,R2,S9,21,5,3,Clear,0,15,Monday,50,0,0
2025-01-13 16:00:00,R3,S4,29,4,3,Clear,0,16,Monday,45,0,0
2025-01-13 17:00:00,R4,S3,27,4,3,Clear,0,17,Monday,40,1,0
2025-01-13 18:00:00,R2,S17,42,6,4,Clear,0,18,Monday,50,1,0
2025-01-13 19:00:00,R1,S2,37,11,3,Rainy,0,19,Monday,55,1,0
2025-01-13 20:00:00,R3,S1,33,6,6,Rainy,0,20,Monday,45,0,0
2025-01-13 21:00:00,R1,S8,30,4,1,Clear,0,21,Monday,55,0,0
2025-01-13 22:00:00,R2,S13,18,0,1,Rainy,1,22,Monday,50,0,0
2025-01-13 23:00:00,R1,S15,23,5,3,Rainy,0,23,Monday,55,0,0
